,Peak_Amplitude_[pA],group,cell_ID,extras_path
275215,-22.4652824401855,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275216,-18.2084197998046,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275217,-24.5184154510498,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275218,-42.616455078125,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275219,-18.8360004425048,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275220,-18.7662487030029,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275221,-17.5797023773193,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275222,-17.6087589263916,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275224,-16.0693378448486,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275226,-20.4364967346191,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275227,-21.6526985168457,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275228,-19.6493072509765,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275229,-23.3049850463867,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275230,-21.460708618164,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275231,-22.8312969207763,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275232,-24.3279571533203,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275233,-19.7991943359375,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275234,-19.6067752838134,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275235,-24.7124271392822,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275236,-25.8342590332031,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275237,-19.3299770355224,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275238,-17.2791385650634,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275239,-22.1421337127685,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275240,-17.3157787322998,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275241,-19.2486667633056,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275243,-20.032112121582,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275244,-20.9812126159667,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275245,-18.1807651519775,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275246,-22.2944068908691,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275247,-22.9785022735595,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275248,-70.0630722045898,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275249,-26.3836479187011,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275250,-21.2774238586425,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275251,-89.8038787841796,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275252,-24.0346488952636,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275253,-46.2053031921386,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275254,-19.3994083404541,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275255,-22.3447875976562,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275256,-19.2725925445556,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275257,-19.0085163116455,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275258,-17.2220802307128,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275259,-33.7360038757324,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275260,-21.2477130889892,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275261,-21.3810901641845,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275262,-18.514533996582,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275263,-16.508768081665,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275265,-18.4164409637451,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275266,-26.3517532348632,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275267,-19.8854179382324,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275268,-19.5005264282226,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275269,-27.0857334136962,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275270,-18.5796775817871,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275271,-22.2373332977294,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275272,-22.4172401428222,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275273,-21.2573928833007,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275274,-26.8621292114257,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275275,-20.2788047790527,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275276,-21.9969406127929,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275277,-21.6587905883789,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275278,-21.2868862152099,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275279,-19.6445178985595,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275281,-59.080696105957,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275282,-20.6246967315673,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275283,-17.6642627716064,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275284,-19.8427009582519,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275285,-22.5101108551025,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275286,-24.4422130584716,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275287,-19.0674972534179,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275288,-19.808738708496,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275289,-15.4381637573242,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275291,-37.08736038208,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275292,-18.301435470581,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275293,-21.4405078887939,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275294,-25.4019546508789,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275295,-17.1295356750488,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275296,-23.5569820404052,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275297,-19.4324531555175,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275298,-21.4474067687988,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275299,-21.7208786010742,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275300,-27.9169063568115,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275301,-24.4608745574951,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275302,-20.7721881866455,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275303,-17.0481128692626,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275304,-26.5688438415527,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275306,-21.0092163085937,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275307,-18.3839683532714,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275308,-18.5435733795166,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275309,-19.6413784027099,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275310,-28.1864471435546,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275311,-21.4933319091796,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275312,-18.8395614624023,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275313,-18.0077228546142,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275314,-21.7351188659667,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275315,-21.4841365814208,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275318,-19.5251369476318,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275319,-21.0393886566162,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275321,-26.2233066558837,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275322,-21.2154483795166,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275323,-19.3968677520751,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275324,-19.7876148223876,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275325,-19.7226543426513,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275326,-22.448387145996,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275327,-15.4479675292968,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275329,-18.4633522033691,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275330,-26.8257942199707,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275332,-16.4371013641357,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275333,-23.9779319763183,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275334,-31.2349109649658,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275335,-19.2050304412841,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275336,-16.9320373535156,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275337,-20.0618782043457,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275338,-22.9775829315185,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275339,-17.5957088470458,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275340,-23.0629024505615,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275341,-23.3567562103271,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275342,-16.580955505371,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275343,-17.4557399749755,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275344,-22.3683223724365,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275345,-23.1288452148437,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275346,-21.6894664764404,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275348,-24.903564453125,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275349,-16.8219699859619,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275350,-21.5375900268554,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275351,-19.4641494750976,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275352,-27.529592514038,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275353,-19.826301574707,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275354,-23.4857158660888,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275355,-18.3375282287597,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275356,-20.4687213897705,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275358,-36.6220970153808,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275359,-14.5900468826293,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275360,-17.3157596588134,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275361,-24.9648456573486,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275363,-18.7516841888427,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275364,-18.9682369232177,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275365,-25.171028137207,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275366,-19.1509552001953,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275367,-21.6596012115478,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275368,-19.8140411376953,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275369,-18.3889598846435,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275370,-21.3046970367431,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275371,-61.6304206848144,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275372,-25.8111877441406,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275373,-18.2781295776367,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275374,-22.1063652038574,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275375,-15.5942831039428,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275376,-42.3713264465332,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275377,-14.7082738876342,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275378,-23.5682106018066,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275379,-15.9482154846191,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275380,-29.2073307037353,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275381,-18.8743057250976,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275382,-22.422981262207,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275383,-19.8759250640869,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275384,-20.5904846191406,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275386,-40.5341339111328,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275387,-81.8472213745117,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275388,-16.0611152648925,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275390,-55.3525848388671,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275391,-18.7066097259521,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275392,-15.7651290893554,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275393,-18.85445022583,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275394,-23.1539707183837,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275395,-22.659423828125,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275396,-26.6733627319335,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275397,-19.5208168029785,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275398,-38.8971862792968,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275399,-18.3472137451171,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275400,-37.4254722595214,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275401,-18.1462249755859,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275402,-22.7866783142089,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275403,-24.2090377807617,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275404,-19.1786479949951,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275409,-20.520315170288,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275410,-20.7683639526367,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275411,-22.5123119354248,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275412,-17.3910961151123,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275415,-21.4519805908203,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275416,-17.8325424194335,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275417,-25.7487201690673,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275418,-40.5741233825683,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275419,-28.1787414550781,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275420,-21.1207790374755,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275421,-28.516918182373,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275422,-15.540696144104,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275423,-38.1716918945312,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275424,-23.9824504852294,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275425,-17.4426822662353,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275426,-18.2100467681884,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275427,-17.1644763946533,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275428,-19.3414974212646,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275429,-21.2717685699462,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275430,-21.274314880371,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275431,-27.567850112915,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275432,-23.6307582855224,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275433,-15.5535850524902,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275434,-24.2966270446777,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275435,-26.0249404907226,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275436,-20.9673118591308,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275437,-15.3024473190307,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275439,-20.3330421447753,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275440,-24.052001953125,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275441,-20.0751552581787,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275442,-22.1749668121337,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275443,-21.5329189300537,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275444,-21.4999256134033,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275446,-28.079906463623,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275447,-24.0235633850097,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275448,-48.8149604797363,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275449,-40.3182067871093,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275450,-17.2105484008789,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275452,-22.6717224121093,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275453,-17.2392692565917,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275454,-19.1857242584228,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275456,-28.6675949096679,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275457,-20.2261524200439,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275458,-24.4102382659912,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275459,-20.925853729248,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275461,-36.1401901245117,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275462,-20.3597965240478,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275463,-19.9358501434326,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275465,-26.0233154296875,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275466,-22.3042201995849,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275467,-20.2991676330566,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275468,-24.7800636291503,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275469,-20.9081897735595,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275470,-36.7324523925781,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275471,-19.6955833435058,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275472,-19.7727470397949,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275473,-18.8312034606933,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275474,-23.6919631958007,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275475,-19.8153228759765,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275476,-15.4429244995117,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275477,-19.8726482391357,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275478,-25.8770313262939,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275479,-21.5897846221923,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275481,-33.2296562194824,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275482,-22.7281608581542,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275483,-19.1914901733398,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275485,-18.6578845977783,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275486,-21.7957820892333,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
275487,-24.9826622009277,stimulated,C3_Cell18,stimulated\C3_Cell18.xlsx
280000,-23.3834018707275,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280001,-17.1430912017822,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280002,-25.118293762207,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280003,-18.0108299255371,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280004,-16.4300518035888,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280005,-25.326072692871,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280006,-17.8485221862792,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280007,-14.9172496795654,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280009,-22.2350444793701,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280010,-33.2998466491699,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280011,-18.3359642028808,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280012,-18.1283168792724,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280013,-17.2898578643798,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280014,-21.6818008422851,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280015,-27.1696281433105,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280016,-27.8421077728271,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280017,-15.9751634597778,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280018,-15.534553527832,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280019,-29.7058181762695,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280020,-79.8570556640625,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280021,-28.2239017486572,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280022,-25.070743560791,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280023,-17.4622974395751,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280024,-18.5282897949218,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280025,-25.7385425567626,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280026,-15.4114036560058,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280027,-14.8714141845703,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280028,-46.9056396484375,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280029,-31.4478721618652,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280030,-18.5014343261718,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280031,-24.1779670715332,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280032,-15.2371892929077,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280034,-16.74995803833,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280035,-31.6334838867187,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280036,-18.4501132965087,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280037,-51.6306610107421,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280038,-21.5414276123046,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280039,-49.1559219360351,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280040,-18.8856315612792,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280041,-35.4135704040527,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280042,-40.625877380371,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280043,-36.3342819213867,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280044,-13.1152563095092,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280045,-18.4946727752685,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280046,-22.0331401824951,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280047,-20.7103099822998,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280048,-21.3457775115966,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280049,-21.9169788360595,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280050,-18.1417541503906,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280051,-20.1003398895263,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
280052,-31.6990661621093,stimulated,C4_Cell19,stimulated\C4_Cell19.xlsx
